STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,1/8/2010,,,27.8,"H,,S",,,20,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/3/2010,,,25.4,"H,,S",29,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/4/2010,,,26.3,"H,,S",,,23,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/5/2010,,,26.7,"H,,S",28.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/6/2010,0.3,",,S",26.3,"H,,S",28.6,",,S",19.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/7/2010,3,",,S",25.9,"H,,S",28.6,",,S",21.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/8/2010,1,",,S",24.8,"H,,S",27.2,",,S",22.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/9/2010,51.1,",,S",25.7,"H,,S",,,21.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/11/2010,,,25.4,"H,,S",29,",,S",21.6,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/12/2010,,,24.8,"H,,S",30,",,S",22,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/13/2010,,,26.7,"H,,S",,,22.6,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/14/2010,4.1,",,S",26.6,"H,,S",29,",,S",23.9,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/15/2010,5.1,",,S",25.9,"H,,S",28.5,",,S",23,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/16/2010,0,",,S",24.7,"H,,S",29.1,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/17/2010,,,27.2,"H,,S",32.6,",,S",20,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/18/2010,,,25.4,"H,,S",28.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/19/2010,0.5,",,S",23.6,"H,,S",28.6,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/20/2010,0,",,S",26.1,"H,,S",31,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/21/2010,,,24.9,"H,,S",29,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/22/2010,,,25.6,"H,,S",29,",,S",19.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/23/2010,,,25.9,"H,,S",29,",,S",21.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/28/2010,,,26.6,"H,,S",,,24.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/30/2010,,,29,"H,,S",33,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/31/2010,0.3,",,S",26.3,"H,,S",29.5,",,S",23,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/1/2010,0,",,S",26.4,"H,,S",,,21.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/2/2010,,,26.8,"H,,S",30.6,",,S",20.9,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/3/2010,,,25.8,"H,,S",28.8,",,S",23.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/4/2010,,,27.4,"H,,S",33.6,",,S",22.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/5/2010,,,25.8,"H,,S",28.9,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/6/2010,,,26.3,"H,,S",30.3,",,S",21.1,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/7/2010,0,",,S",26.8,"H,,S",31.7,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/8/2010,22.1,",,S",25.1,"H,,S",27.8,",,S",22.4,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/9/2010,1,",,S",26.2,"H,,S",31,",,S",22.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/10/2010,0,",,S",26.2,"H,,S",29.6,",,S",23.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/11/2010,,,23.7,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/12/2010,,,20.6,"H,,S",27,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/13/2010,0.3,",,S",22.8,"H,,S",27.5,",,S",16,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/16/2010,,,27.2,"H,,S",31.8,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/17/2010,,,25.1,"H,,S",29.7,",,S",19.9,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/18/2010,,,24.4,"H,,S",,,20.1,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/5/2010,,,26.6,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/6/2010,,,25.1,"H,,S",28.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/7/2010,,,26.3,"H,,S",33.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/8/2010,,,24.8,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/9/2010,,,25.4,"H,,S",31.6,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/10/2010,,,27.6,"H,,S",32.8,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/11/2010,,,26.7,"H,,S",33.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/12/2010,,,24.8,"H,,S",27.2,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/13/2010,,,23.6,"H,,S",28,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/14/2010,,,24,"H,,S",29.7,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/15/2010,,,22.7,"H,,S",26.8,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/16/2010,,,22.4,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/17/2010,,,21.6,"H,,S",26,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/18/2010,6.1,",,S",22.6,"H,,S",25.6,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/19/2010,0,",,S",21.7,"H,,S",26.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/21/2010,6.1,",,S",23.8,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/22/2010,0.8,",,S",24.1,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/23/2010,1,",,S",22.4,"H,,S",25.6,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/24/2010,0,",,S",19.4,"H,,S",25.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/25/2010,,,19,"H,,S",26,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/26/2010,,,20.3,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/27/2010,,,20.1,"H,,S",27.9,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/28/2010,,,21.9,"H,,S",29,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/30/2010,1,",,S",21.7,"H,,S",24.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/31/2010,21.1,",,S",20,"H,,S",23.6,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/1/2010,20.1,",,S",19.9,"H,,S",23,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/2/2010,14,",,S",20.2,"H,,S",23,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/3/2010,14,",,S",19.4,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/4/2010,0,",,S",18.6,"H,,S",25.3,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/5/2010,,,18.2,"H,,S",23.7,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/6/2010,,,19.6,"H,,S",26,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/7/2010,,,20.3,"H,,S",28,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/8/2010,,,22.3,"H,,S",27.9,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/9/2010,,,21.3,"H,,S",25.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/10/2010,,,23.2,"H,,S",25.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/11/2010,,,21.1,"H,,S",25,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/12/2010,,,21,"H,,S",26.7,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/13/2010,,,23.1,"H,,S",29,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/24/2010,,,16.8,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/25/2010,,,16.7,"H,,S",24,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/26/2010,,,16.7,"H,,S",26.7,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/27/2010,,,19.9,"H,,S",24.9,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/28/2010,,,20.6,"H,,S",23.8,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/29/2010,,,17.5,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/30/2010,,,18.4,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/1/2010,,,22,"H,,S",24,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/2/2010,,,21.5,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/5/2010,,,20.2,"H,,S",24.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/14/2010,5.1,",,S",18.8,"H,,S",20.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/15/2010,0,",,S",19.6,"H,,S",26.7,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/26/2010,,,20.8,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/30/2010,,,18.7,"H,,S",21.6,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/31/2010,,,19.1,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/1/2010,,,18.3,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/4/2010,,,22.3,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/9/2010,,,23,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/10/2010,,,19.2,"H,,S",22,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/11/2010,2,",,S",17.9,"H,,S",21.6,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/12/2010,15,",,S",16.7,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/13/2010,0.3,",,S",16.6,"H,,S",22.4,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/17/2010,0.5,",,S",19.7,"H,,S",23.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/18/2010,0,",,S",21.1,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/20/2010,0,",,S",19.8,"H,,S",21.3,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/21/2010,,,18.2,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/22/2010,,,21.6,"H,,S",29.6,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/23/2010,,,22.3,"H,,S",26.7,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/24/2010,,,21.1,"H,,S",23.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/25/2010,2,",,S",20.7,"H,,S",24,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/26/2010,0,",,S",19.8,"H,,S",27.4,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/27/2010,,,19.9,"H,,S",25.8,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/28/2010,,,21.3,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/29/2010,,,22.4,"H,,S",27.7,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/30/2010,,,20.2,"H,,S",25.7,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/31/2010,,,18.4,"H,,S",26.6,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/1/2010,,,23.5,"H,,S",32.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/2/2010,,,24.1,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/3/2010,,,21.4,"H,,S",25.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/4/2010,,,19.6,"H,,S",25,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/5/2010,,,21.6,"H,,S",27.7,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/7/2010,,,20.9,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/8/2010,,,20.8,"H,,S",23.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/9/2010,,,21.6,"H,,S",27,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/10/2010,,,21.4,"H,,S",25.2,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/11/2010,,,21.2,"H,,S",24,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/12/2010,,,19.7,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/13/2010,,,21.2,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/14/2010,,,24.6,"H,,S",32.3,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/15/2010,,,26,"H,,S",35.2,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/16/2010,,,24.4,"H,,S",30,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/19/2010,,,25.1,"H,,S",32.1,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/20/2010,,,24.2,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/21/2010,,,26.4,"H,,S",34.6,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/22/2010,,,23.4,"H,,S",30,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/23/2010,,,23.9,"H,,S",27,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/24/2010,,,25.1,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/25/2010,,,22.6,"H,,S",25.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/26/2010,,,24.2,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/27/2010,,,22.6,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/28/2010,3,",,S",19.5,"H,,S",24,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/29/2010,0,",,S",22.1,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/30/2010,,,22.2,"H,,S",28.8,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/1/2010,,,24.2,"H,,S",34,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/2/2010,,,26.3,"H,,S",36.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/3/2010,,,26,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/4/2010,,,22.8,"H,,S",27,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/5/2010,0,",,S",22.3,"H,,S",25.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/6/2010,,,23.1,"H,,S",27,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/7/2010,,,22.8,"H,,S",26.4,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/8/2010,,,23.7,"H,,S",30.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/9/2010,0.5,",,S",23.8,"H,,S",28.8,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/10/2010,0,",,S",25.6,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/11/2010,,,29.3,"H,,S",41.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/13/2010,,,23.8,"H,,S",27,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/14/2010,,,25,"H,,S",30.2,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/18/2010,,,21.4,"H,,S",26,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/19/2010,,,23.7,"H,,S",29.4,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/20/2010,,,23.2,"H,,S",30.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/21/2010,,,26.7,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/22/2010,,,27.6,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/25/2010,,,29.9,"H,,S",39.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/26/2010,,,22.3,"H,,S",27.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/27/2010,,,22.2,"H,,S",26.2,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,1/7/2011,16,",,S",25.5,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,1/22/2011,,,28.8,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,1/23/2011,,,30.3,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,1/27/2011,6.1,",,S",24.5,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,1/28/2011,14,",,S",26.7,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,1/31/2011,,,26,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,2/6/2011,,,25.4,"H,,S",,,14.1,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/4/2011,,,22.4,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/22/2011,,,26.9,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,11/29/2011,,,25.5,"H,,S",28.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,11/30/2011,,,26,"H,,S",29.9,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,1/29/2012,,,24.5,"H,,S",28.8,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,1/30/2012,,,24,"H,,S",28.8,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,1/31/2012,,,23.3,"H,,S",29,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,2/4/2012,2,",,S",27.2,"H,,S",30.7,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,2/5/2012,0.5,",,S",26.8,"H,,S",30.4,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,2/6/2012,1,",,S",26.7,"H,,S",29.5,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,2/23/2012,,,27.6,"H,,S",33,",,S",,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,2/24/2012,0.5,",,S",26.4,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,2/26/2012,,,25.3,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,3/29/2012,1,",,S",28.9,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/1/2012,35.1,",,S",24.9,"H,,S",,,23,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,4/11/2012,,,21.6,"H,,S",,,14.4,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/1/2012,,,26.8,"H,,S",,,20,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/10/2012,,,23.2,"H,,S",,,11.4,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,5/19/2012,,,21.8,"H,,S",,,16,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,6/14/2012,,,20.8,"H,,S",,,11,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/11/2012,,,25,"H,,S",,,16,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/18/2012,,,18.2,"H,,S",,,9.4,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/23/2012,,,20.3,"H,,S",,,11,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,7/27/2012,,,22.1,"H,,S",,,13.4,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/2/2012,0.8,",,S",19.7,"H,,S",,,18.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/3/2012,2,",,S",15.3,"H,,S",,,7.6,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/6/2012,,,21.7,"H,,S",,,15,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/13/2012,,,20.7,"H,,S",,,14,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/14/2012,,,18.8,"H,,S",,,8.3,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/15/2012,,,22.4,"H,,S",,,15.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/16/2012,,,21.7,"H,,S",,,15.4,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/17/2012,0.5,",,S",19.4,"H,,S",,,15.3,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/19/2012,,,22.6,"H,,S",,,15,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/20/2012,,,29.3,"H,,S",,,15,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/22/2012,,,25.8,"H,,S",,,17.8,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,8/24/2012,,,26.2,"H,,S",33,",,S",14,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/7/2012,0.5,",,S",22.1,"H,,S",,,17.9,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/10/2012,0,",,S",27.4,"H,,S",,,16,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/11/2012,,,22.9,"H,,S",,,21.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/12/2012,,,20.8,"H,,S",,,14.4,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/13/2012,,,24.2,"H,,S",,,18,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/18/2012,,,21.4,"H,,S",,,14,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,9/19/2012,,,22.8,"H,,S",,,14.2,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/1/2012,,,21.4,"H,,S",,,12.9,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/3/2012,,,25.7,"H,,S",,,16.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/4/2012,,,27.9,"H,,S",,,17.7,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/9/2012,,,25.4,"H,,S",,,21.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/11/2012,,,23.1,"H,,S",,,,
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/12/2012,0,",,S",23.1,"H,,S",,,21.2,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/15/2012,,,26.5,"H,,S",,,17.4,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/16/2012,,,25.3,"H,,S",,,20.4,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/18/2012,,,28.9,"H,,S",,,22,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/24/2012,0.8,",,S",23.2,"H,,S",,,20.2,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/28/2012,4.1,",,S",23.8,"H,,S",,,21,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/29/2012,0,",,S",24,"H,,S",,,22.4,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,10/30/2012,,,25.9,"H,,S",,,20.2,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,11/10/2012,,,27.6,"H,,S",,,20.4,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,11/19/2012,0,",,S",24.2,"H,,S",,,21.8,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,11/20/2012,,,26.5,"H,,S",,,23.6,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,11/21/2012,,,27.2,"H,,S",,,22.5,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,11/24/2012,,,27.8,"H,,S",,,22.2,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,11/26/2012,5.1,",,S",24.9,"H,,S",,,21,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,11/29/2012,,,26.9,"H,,S",,,16.8,",,S"
MZ000067335,"XAI XAI, MZ",-25.05,33.633,5,12/5/2012,0.5,",,S",27.7,"H,,S",,,20.1,",,S"
