STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/4/2017,,,21.8,"H,,S",24,",,S",11,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/5/2017,,,22.3,"H,,S",27.4,",,S",14.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/6/2017,,,21.4,"H,,S",,,13.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/7/2017,,,24.4,"H,,S",,,15,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/8/2017,,,23.1,"H,,S",,,11,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/9/2017,,,23.1,"H,,S",25.5,",,S",11.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/10/2017,,,23.4,"H,,S",26.9,",,S",11.1,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/11/2017,,,24.3,"H,,S",27.3,",,S",13.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/12/2017,,,24.3,"H,,S",28.3,",,S",12.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/13/2017,,,24.3,"H,,S",28.2,",,S",14.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/14/2017,,,23.7,"H,,S",27.5,",,S",13.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/15/2017,0.3,",,S",23.7,"H,,S",,,13,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/16/2017,0,",,S",23.8,"H,,S",27,",,S",13.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/17/2017,,,26,"H,,S",31.3,",,S",20.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/18/2017,,,21.4,"H,,S",,,,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/19/2017,3,",,S",21.5,"H,,S",,,17.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/20/2017,0.3,",,S",22.1,"H,,S",,,16.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/21/2017,0,",,S",22.6,"H,,S",,,10.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/22/2017,,,22.8,"H,,S",26,",,S",10.9,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/23/2017,,,22.2,"H,,S",,,11,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/24/2017,,,22.6,"H,,S",,,9.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/25/2017,,,24.5,"H,,S",,,9.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/26/2017,,,22.8,"H,,S",,,19.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/27/2017,,,22.9,"H,,S",26.6,",,S",17.8,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/28/2017,,,22.6,"H,,S",25,",,S",17.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/29/2017,,,22.2,"H,,S",25.6,",,S",11,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/30/2017,,,23.4,"H,,S",,,14.1,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,8/31/2017,,,22.4,"H,,S",,,14.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/1/2017,,,23.4,"H,,S",26.4,",,S",14.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/2/2017,0.3,",,S",22.7,"H,,S",,,19.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/3/2017,1,",,S",22.1,"H,,S",25.5,",,S",16.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/4/2017,0,",,S",22.4,"H,,S",25.3,",,S",14,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/5/2017,,,23.3,"H,,S",26.2,",,S",13.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/6/2017,,,24.3,"H,,S",,,13.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/7/2017,,,25.1,"H,,S",29.1,",,S",20.9,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/8/2017,,,25.2,"H,,S",28,",,S",18.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/9/2017,,,24.9,"H,,S",28.3,",,S",15.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/10/2017,,,23.3,"H,,S",26.9,",,S",12.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/11/2017,,,24.6,"H,,S",27.4,",,S",13,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/12/2017,,,25.3,"H,,S",28.7,",,S",13.1,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/13/2017,,,25.5,"H,,S",29.7,",,S",13.1,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/14/2017,,,26.7,"H,,S",32.5,",,S",14,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/15/2017,,,24.6,"H,,S",27.3,",,S",19.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/16/2017,,,24.6,"H,,S",27.2,",,S",16,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/17/2017,,,24.3,"H,,S",27.5,",,S",16,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/18/2017,1,",,S",22.6,"H,,S",24.4,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/19/2017,7.1,",,S",23.9,"H,,S",,,17.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/20/2017,0,",,S",24.6,"H,,S",,,16.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/21/2017,,,24.9,"H,,S",27,",,S",19.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/22/2017,,,24.9,"H,,S",27.7,",,S",16.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/23/2017,,,25.3,"H,,S",,,18.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/24/2017,,,22.4,"H,,S",,,20.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/25/2017,,,24.5,"H,,S",,,18.9,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/26/2017,,,25.6,"H,,S",,,19.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/27/2017,,,26.1,"H,,S",29.2,",,S",19.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/28/2017,0,",,S",22.8,"H,,S",24.3,",,S",19,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/29/2017,0.3,",,S",23.5,"H,,S",,,19.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,9/30/2017,0,",,S",24.4,"H,,S",27.2,",,S",15.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/1/2017,,,24,"H,,S",26.5,",,S",20,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/2/2017,,,24.7,"H,,S",28.4,",,S",14,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/3/2017,,,25.4,"H,,S",28.4,",,S",16.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/4/2017,,,26.1,"H,,S",,,16.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/5/2017,,,26.1,"H,,S",30.5,",,S",21.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/6/2017,,,26.5,"H,,S",30.2,",,S",21.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/7/2017,,,27,"H,,S",30.2,",,S",19.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/8/2017,,,27.6,"H,,S",30,",,S",14,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/9/2017,7.1,",,S",26.1,"H,,S",28.6,",,S",21.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/10/2017,0,",,S",26.5,"H,,S",31,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/11/2017,11.9,",,S",24.7,"H,,S",,,,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/12/2017,0,",,S",24.6,"H,,S",29,",,S",15,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/13/2017,,,24.2,"H,,S",,,15.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/14/2017,,,22.9,"H,,S",,,17.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/15/2017,,,23.6,"H,,S",26.9,",,S",14,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/16/2017,,,25.9,"H,,S",28.7,",,S",18.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/17/2017,,,27.2,"H,,S",30.4,",,S",19.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/18/2017,,,24.7,"H,,S",27,",,S",19.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/19/2017,,,25.1,"H,,S",27.5,",,S",11,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/20/2017,,,27.2,"H,,S",30.5,",,S",16.1,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/21/2017,,,27.1,"H,,S",31.3,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/22/2017,,,26.7,"H,,S",29.8,",,S",22.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/23/2017,,,27,"H,,S",30,",,S",21,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/24/2017,,,26.9,"H,,S",29.4,",,S",23,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/25/2017,,,27.3,"H,,S",30.3,",,S",24,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/26/2017,,,27.6,"H,,S",30,",,S",23,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/27/2017,0.3,",,S",24.6,"H,,S",26.5,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/28/2017,0,",,S",21.1,"H,,S",23.5,",,S",18,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/29/2017,,,22.4,"H,,S",26.2,",,S",15.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/30/2017,,,24.8,"H,,S",27.6,",,S",19.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,10/31/2017,,,25.5,"H,,S",27.8,",,S",20.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/1/2017,,,25.6,"H,,S",29.3,",,S",19.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/2/2017,,,25.9,"H,,S",,,19,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/3/2017,,,26.6,"H,,S",29.9,",,S",19.1,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/4/2017,,,26.4,"H,,S",29.3,",,S",22.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/5/2017,,,26.2,"H,,S",29,",,S",21.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/6/2017,,,25.3,"H,,S",28.9,",,S",15.8,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/7/2017,,,26.4,"H,,S",29.2,",,S",18.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/8/2017,0.3,",,S",22.8,"H,,S",25.3,",,S",18,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/9/2017,0,",,S",24.6,"H,,S",27.7,",,S",20,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/10/2017,,,25.9,"H,,S",29.8,",,S",18.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/11/2017,,,23.5,"H,,S",,,,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/12/2017,,,24.3,"H,,S",26,",,S",20.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/13/2017,,,25.6,"H,,S",,,21,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/14/2017,,,26.8,"H,,S",29.5,",,S",22.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/15/2017,,,27.2,"H,,S",,,22.8,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/16/2017,9.9,",,S",25.1,"H,,S",28.5,",,S",18.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/17/2017,0,",,S",24.2,"H,,S",26.3,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/18/2017,,,24.6,"H,,S",28.4,",,S",19,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/19/2017,,,25.9,"H,,S",28.8,",,S",20.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/20/2017,,,25.6,"H,,S",28.9,",,S",20.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/21/2017,,,26.3,"H,,S",29.8,",,S",21,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/22/2017,,,26.7,"H,,S",29.9,",,S",22.1,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/23/2017,,,27.7,"H,,S",31,",,S",20,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/24/2017,,,27.4,"H,,S",30.7,",,S",20.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/25/2017,,,27.3,"H,,S",30.5,",,S",20.8,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/26/2017,,,24.9,"H,,S",27.6,",,S",23,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/27/2017,,,25.1,"H,,S",28.6,",,S",20.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/28/2017,,,24.9,"H,,S",28,",,S",20.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/29/2017,,,25.4,"H,,S",28.6,",,S",16.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,11/30/2017,,,25.6,"H,,S",29.2,",,S",19.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/1/2017,,,26.3,"H,,S",29.4,",,S",19.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/2/2017,,,27.7,"H,,S",30,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/3/2017,,,28.1,"H,,S",31.3,",,S",23.8,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/4/2017,,,28.2,"H,,S",31.5,",,S",24.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/5/2017,,,28.5,"H,,S",31.8,",,S",21,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/6/2017,,,28.8,"H,,S",,,23.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/7/2017,3,",,S",24.6,"H,,S",,,21.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/8/2017,7.1,",,S",24.8,"H,,S",27.7,",,S",20.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/9/2017,0.8,",,S",26,"H,,S",30.1,",,S",21,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/10/2017,0,",,S",27.1,"H,,S",30.5,",,S",19.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/11/2017,,,25.8,"H,,S",29,",,S",22.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/12/2017,,,27.8,"H,,S",,,23,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/13/2017,,,28.4,"H,,S",31.5,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/14/2017,,,27.9,"H,,S",31.6,",,S",24,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/15/2017,,,25.7,"H,,S",,,22.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/16/2017,,,25.7,"H,,S",28.3,",,S",20.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/17/2017,,,26.6,"H,,S",29,",,S",20.8,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/18/2017,,,26.5,"H,,S",29.5,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/19/2017,,,27.8,"H,,S",32,",,S",20.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/20/2017,,,27.9,"H,,S",31,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/21/2017,,,26.3,"H,,S",,,23.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/22/2017,,,27.9,"H,,S",30.4,",,S",23.1,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/23/2017,,,27.8,"H,,S",30.5,",,S",24.8,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/24/2017,,,27.3,"H,,S",30.6,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/25/2017,,,28.4,"H,,S",,,22.9,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/26/2017,,,25.6,"H,,S",,,,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/27/2017,,,25.9,"H,,S",28.4,",,S",22.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/28/2017,,,26.3,"H,,S",29.1,",,S",18,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/29/2017,,,27.3,"H,,S",29.7,",,S",18.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/30/2017,,,26.6,"H,,S",29.5,",,S",21.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,12/31/2017,,,28.7,"H,,S",,,23.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/1/2018,23.1,",,S",28.9,"H,,S",31,",,S",20.8,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/2/2018,0,",,S",26.6,"H,,S",29.3,",,S",25,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/3/2018,4.1,",,S",26.7,"H,,S",,,23.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/4/2018,0,",,S",26.2,"H,,S",28.5,",,S",22,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/5/2018,,,26.9,"H,,S",30.2,",,S",21.9,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/6/2018,,,28.4,"H,,S",31.6,",,S",21.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/7/2018,,,26.6,"H,,S",31.8,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/8/2018,,,28.1,"H,,S",31.8,",,S",20.8,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/9/2018,,,28,"H,,S",,,24,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/10/2018,5.1,",,S",24.9,"H,,S",,,,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/11/2018,0,",,S",25.2,"H,,S",,,22.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/12/2018,0.5,",,S",25.6,"H,,S",28.3,",,S",20.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/13/2018,2,",,S",26.6,"H,,S",29.3,",,S",21.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/14/2018,0,",,S",27.4,"H,,S",31.1,",,S",21.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/15/2018,,,28,"H,,S",31.8,",,S",20.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/16/2018,,,29.2,"H,,S",31.6,",,S",23.8,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/17/2018,,,29.7,"H,,S",,,24,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/18/2018,,,27.7,"H,,S",30.4,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/19/2018,0.5,",,S",28.3,"H,,S",31.1,",,S",22.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/20/2018,0,",,S",27.5,"H,,S",31.2,",,S",21.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/21/2018,,,28.1,"H,,S",,,20.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/22/2018,,,27.3,"H,,S",30.8,",,S",23.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/23/2018,,,27.7,"H,,S",,,22,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/24/2018,,,28.5,"H,,S",31.1,",,S",22.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/25/2018,,,28.4,"H,,S",30.5,",,S",23,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/26/2018,,,28.4,"H,,S",30.9,",,S",23,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/27/2018,,,28.9,"H,,S",31.3,",,S",22.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/28/2018,,,28.6,"H,,S",33.2,",,S",22.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/29/2018,1,",,S",28.1,"H,,S",30.8,",,S",23.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/30/2018,30,",,S",25.3,"H,,S",,,21.9,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,1/31/2018,,,28.9,"H,,S",31.2,",,S",22,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/1/2018,0.3,",,S",28,"H,,S",31,",,S",24.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/2/2018,16,",,S",28.8,"H,,S",,,24.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/3/2018,2,",,S",26.7,"H,,S",29,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/4/2018,9.9,",,S",26.8,"H,,S",,,24.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/5/2018,0.3,",,S",28.3,"H,,S",,,24.1,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/6/2018,0,",,S",28,"H,,S",30.6,",,S",23.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/7/2018,,,28,"H,,S",30.5,",,S",21.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/8/2018,,,28.1,"H,,S",,,24.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/9/2018,0.8,",,S",25.6,"H,,S",27.2,",,S",23.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/10/2018,21.1,",,S",26.9,"H,,S",,,22.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/11/2018,27.9,",,S",28.1,"H,,S",30.3,",,S",24.6,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/12/2018,0,",,S",28.2,"H,,S",30.5,",,S",24.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/13/2018,1,",,S",28.1,"H,,S",,,24.4,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/14/2018,0,",,S",27.8,"H,,S",,,20.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/15/2018,,,29.6,"H,,S",,,,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/16/2018,,,29.1,"H,,S",,,22.3,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/18/2018,112,",,S",26.3,"H,,S",,,23.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/19/2018,16,",,S",27.8,"H,,S",,,24,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/20/2018,8.9,",,S",28.7,"H,,S",,,25.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/21/2018,0,",,S",28.4,"H,,S",30.2,",,S",23.9,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/22/2018,,,27.9,"H,,S",30.8,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/23/2018,,,28.3,"H,,S",30.8,",,S",23.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/24/2018,,,28.9,"H,,S",32,",,S",24.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/25/2018,,,28.9,"H,,S",33.1,",,S",,
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/26/2018,30,",,S",25.3,"H,,S",27.2,",,S",23.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/27/2018,6.1,",,S",27.1,"H,,S",,,23.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,2/28/2018,0.3,",,S",26.6,"H,,S",30.2,",,S",22.7,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,3/1/2018,0.3,",,S",26.7,"H,,S",28.5,",,S",22.1,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,3/2/2018,0,",,S",25.6,"H,,S",27.7,",,S",22.2,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,3/3/2018,4.1,",,S",26.9,"H,,S",29.2,",,S",23.5,",,S"
MZ000067323,"INHAMBANE, MZ",-23.867,35.383,15,3/4/2018,0.5,",,S",28.9,"H,,S",31.5,",,S",24.2,",,S"
